gmt_create,predict_type,predict_status,exec_time_seconds,groupId,prompt_length,negative_prompt_length,num_images_per_prompt,num_inference_steps,checkpoint_model_version_id,num_lora,source_row,source_date,task_pool_id,task_index,task_uid,compute_multiplier,memory_multiplier,semantic_class,warning,requested_model,resolved_model,latency_ms,prompt_tokens,completion_tokens,total_tokens,attempts,response_sha256,q_count,q_data,q_llm,vram_base_gb,vram_requirement_gb_simulated,vram_value_classification
2024-12-03 19:47:00,TXT_2_IMG,SUCCEED,42.0,G3195,82.0,0.0,1.0,40.0,M0001,0,19511,2024-12-03,4,72,pool04-task072,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,909.600832965225,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,1.2195121951219512,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 19:49:57,TXT_2_IMG,SUCCEED,106.0,G0529,32.0,0.0,4.0,30.0,M0003,1,19515,2024-12-03,4,73,pool04-task073,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1049.0048330975696,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,3.077816492450639,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 20:06:05,TXT_2_IMG,SUCCEED,25.0,G2115,45.0,38.0,2.0,28.0,M0010,1,19524,2024-12-03,4,74,pool04-task074,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1022.6773750036956,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.7259001161440186,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 20:41:52,TXT_2_IMG,SUCCEED,14.0,G3284,41.0,26.0,1.0,30.0,M0002,0,19562,2024-12-03,4,75,pool04-task075,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,910.6201250106096,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.40650406504065045,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 20:54:17,TXT_2_IMG,SUCCEED,15.0,G1058,81.0,26.0,1.0,30.0,M0002,0,19610,2024-12-03,4,76,pool04-task076,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1131.9450000301003,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.4355400696864112,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 20:57:49,IMG_2_IMG,SUCCEED,26.0,G3295,18.0,26.0,1.0,30.0,M0004,0,19623,2024-12-03,4,77,pool04-task077,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1111.5787921007725,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,0.7549361207897793,0.7102272727272727,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 21:01:18,TXT_2_IMG,SUCCEED,24.0,G3273,38.0,26.0,1.0,30.0,M0010,0,19640,2024-12-03,4,78,pool04-task078,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,920.775416889228,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6968641114982579,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 21:18:14,TXT_2_IMG,SUCCEED,17.0,G3306,50.0,26.0,1.0,30.0,M0031,0,19681,2024-12-03,4,79,pool04-task079,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1107.996457954869,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c,1.0,0.4936120789779327,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 21:19:24,TXT_2_IMG,SUCCEED,16.0,G3306,42.0,26.0,1.0,30.0,M0002,0,19687,2024-12-03,4,80,pool04-task080,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,900.8781660813838,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.4645760743321719,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 21:39:46,TXT_2_IMG,SUCCEED,21.0,G2958,41.0,26.0,8.0,30.0,M0002,0,19758,2024-12-03,4,81,pool04-task081,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1169.7978749871254,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.6097560975609756,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 22:39:59,IMG_2_IMG,SUCCEED,35.0,G1322,24.0,0.0,8.0,30.0,M0001,1,20075,2024-12-03,4,82,pool04-task082,2.5,2.0,image_editing,High resource demand due to 8 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1114.8392499890178,173,56,229,1,14c7487bb8a851ff61f046f7ff1fc421a3d4730fb869872d1eb03eae931cbcae,1.0,1.016260162601626,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 22:43:10,INPAINTING,SUCCEED,22.0,G1391,2.0,0.0,4.0,30.0,M0001,0,20095,2024-12-03,4,83,pool04-task083,2.0,1.5,INPAINTING,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1235.7747909845784,172,53,225,1,5fd724f49e2408f27ccadeaca6392bf7659d70fc97b864fa9ad8a5eb8de27cc0,1.0,0.6387921022067364,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 22:56:18,IMG_2_IMG,SUCCEED,25.0,G3372,42.0,26.0,1.0,30.0,M0026,0,20162,2024-12-03,4,84,pool04-task084,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1017.5642910180612,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,0.7259001161440186,0.7102272727272727,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:00:35,IMG_2_IMG,SUCCEED,17.0,G3372,49.0,26.0,1.0,30.0,M0026,0,20187,2024-12-03,4,85,pool04-task085,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1087.185375043191,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,0.4936120789779327,0.7102272727272727,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:09:55,TXT_2_IMG,SUCCEED,88.0,G1946,74.0,0.0,4.0,30.0,M0003,1,20219,2024-12-03,4,86,pool04-task086,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1037.719166954048,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,2.5551684088269457,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:12:07,TXT_2_IMG,SUCCEED,31.0,G3384,40.0,26.0,1.0,30.0,M0016,0,20224,2024-12-03,4,87,pool04-task087,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,957.4693749891594,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.9001161440185831,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:14:33,TXT_2_IMG,SUCCEED,27.0,G3383,65.0,26.0,4.0,30.0,M0000,0,20236,2024-12-03,4,88,pool04-task088,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,908.3145000040532,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.7839721254355401,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:18:05,TXT_2_IMG,SUCCEED,17.0,G3387,63.0,26.0,1.0,30.0,M0002,0,20262,2024-12-03,4,89,pool04-task089,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,863.6605410138145,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.4936120789779327,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:20:20,TXT_2_IMG,SUCCEED,27.0,G3390,309.0,26.0,1.0,30.0,M0004,0,20277,2024-12-03,4,90,pool04-task090,2.5,2.0,image_generation,Long prompt may increase compute.,deepseek-chat,deepseek-v4-flash,895.528040942736,174,48,222,1,cca54db94da85672d4a6fdf0a763a1a8fe8748b587b5930c4917058c9e727709,1.0,0.7839721254355401,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:35:52,TXT_2_IMG,SUCCEED,16.0,G3404,60.0,26.0,1.0,30.0,M0002,0,20364,2024-12-03,4,91,pool04-task091,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,847.0953750656918,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c,1.0,0.4645760743321719,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:37:21,TXT_2_IMG,SUCCEED,20.0,G3071,47.0,26.0,8.0,30.0,M0002,0,20370,2024-12-03,4,92,pool04-task092,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,928.4792080288752,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.5807200929152149,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:43:01,TXT_2_IMG,SUCCEED,14.0,G3401,46.0,26.0,1.0,30.0,M0010,0,20392,2024-12-03,4,93,pool04-task093,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1006.570625002496,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.40650406504065045,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:46:30,TXT_2_IMG,SUCCEED,16.0,G3407,77.0,26.0,4.0,30.0,M0002,0,20411,2024-12-03,4,94,pool04-task094,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1011.1732920631766,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.4645760743321719,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:49:47,TXT_2_IMG,SUCCEED,28.0,G3407,87.0,26.0,4.0,30.0,M0002,0,20430,2024-12-03,4,95,pool04-task095,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,995.614374987781,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.8130081300813009,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:53:00,TXT_2_IMG,SUCCEED,57.0,G1349,3.0,0.0,1.0,30.0,M0001,0,20450,2024-12-03,4,96,pool04-task096,1.0,1.0,image_generation,none_reported,deepseek-chat,deepseek-v4-flash,762.0132500305772,174,42,216,1,f4f80836bf678e607f95f29f6b12e54d487eb04a5e75caa7fc2ccafd13ca2da8,1.0,1.6550522648083625,0.47348484848484845,0.1625,0.1625,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:55:08,TXT_2_IMG,SUCCEED,106.0,G0146,44.0,0.0,8.0,30.0,M0003,1,20468,2024-12-03,4,97,pool04-task097,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1033.4704580018297,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,3.077816492450639,1.183712121212121,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:55:11,TXT_2_IMG,SUCCEED,25.0,G3418,48.0,26.0,1.0,30.0,M0006,0,20469,2024-12-03,4,98,pool04-task098,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,798.6915000947192,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.7259001161440186,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-03 23:59:56,TXT_2_IMG,SUCCEED,20.0,G3418,69.0,26.0,1.0,30.0,M0016,0,20491,2024-12-03,4,99,pool04-task099,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1063.840957940556,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.5807200929152149,0.9469696969696969,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 00:37:00,TXT_2_IMG,SUCCEED,21.0,G4210,53.0,26.0,1.0,30.0,M0002,0,26568,2024-12-08,5,0,pool05-task000,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,881.3407920533791,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c,1.0,0.8027522935779816,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 00:38:06,TXT_2_IMG,SUCCEED,13.0,G4210,57.0,26.0,1.0,30.0,M0002,0,26569,2024-12-08,5,1,pool05-task001,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,941.6022499790416,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.4969418960244648,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 00:49:59,IMG_2_IMG,SUCCEED,31.0,G4211,12.0,26.0,1.0,30.0,M0004,0,26571,2024-12-08,5,2,pool05-task002,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1178.7040000781417,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,1.1850152905198776,0.7400098667982241,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:38:57,TXT_2_IMG,SUCCEED,9.0,G4215,79.0,26.0,1.0,30.0,M0002,0,26575,2024-12-08,5,3,pool05-task003,2.0,1.5,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1030.577166005969,174,48,222,1,66069ac9400131202fff9f131eca45f035e5b87c99a75b401f68a5283c4b4895,1.0,0.3440366972477064,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:39:20,TXT_2_IMG,SUCCEED,20.0,G4215,65.0,26.0,1.0,30.0,M0004,0,26576,2024-12-08,5,4,pool05-task004,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,855.1293340278789,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.764525993883792,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:41:14,TXT_2_IMG,SUCCEED,29.0,G2570,17.0,26.0,1.0,30.0,M0004,0,26577,2024-12-08,5,5,pool05-task005,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,911.5165000548586,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63,1.0,1.1085626911314985,0.7400098667982241,0.1625,0.195,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:45:08,TXT_2_IMG,SUCCEED,18.0,G2513,53.0,26.0,2.0,30.0,M0002,0,26581,2024-12-08,5,6,pool05-task006,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,920.6206249073148,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.6880733944954128,1.2333497779970402,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:47:49,TXT_2_IMG,SUCCEED,44.0,G2570,48.0,26.0,8.0,100.0,M0004,2,26585,2024-12-08,5,7,pool05-task007,3.2,2.5,image_generation,High step count and LoRA count increase resource demand.,deepseek-chat,deepseek-v4-flash,1023.5485000303016,174,53,227,1,723818fac0d78563b93fd894bea7e69445d8a309e3f9b8b399c24b1a288fa0c1,1.0,1.6819571865443426,1.5786877158362114,0.1625,0.40625,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:48:10,TXT_2_IMG,SUCCEED,36.0,G4215,49.0,26.0,1.0,40.0,M0001,0,26586,2024-12-08,5,8,pool05-task008,2.0,1.5,image_generation,High step count increases compute demand.,deepseek-chat,deepseek-v4-flash,1047.114957938902,174,49,223,1,52dc22120b3628d9860cf69a43379323e6a3cc4fe2e72f98aa3782642c5c77e9,1.0,1.3761467889908257,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:50:13,TXT_2_IMG,SUCCEED,18.0,G4216,87.0,26.0,1.0,30.0,M0002,0,26591,2024-12-08,5,9,pool05-task009,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,908.2654579542576,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6880733944954128,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:56:40,TXT_2_IMG,SUCCEED,29.0,G2672,83.0,26.0,1.0,30.0,M0002,0,26594,2024-12-08,5,10,pool05-task010,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,917.0380000723526,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,1.1085626911314985,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 02:58:58,TXT_2_IMG,SUCCEED,15.0,G4216,226.0,26.0,1.0,30.0,M0004,0,26599,2024-12-08,5,11,pool05-task011,2.0,1.5,image_generation,High compute demand due to 30 steps and long prompt.,deepseek-chat,deepseek-v4-flash,1181.6588329384103,174,54,228,1,c165b100e374342501895e0cb2a9de9a3f600af7ba45a2f7f6eefc94f8de9dca,1.0,0.573394495412844,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 03:09:54,TXT_2_IMG,SUCCEED,19.0,G2570,255.0,26.0,1.0,30.0,M0012,1,26603,2024-12-08,5,12,pool05-task012,2.5,2.0,TXT_2_IMG,High resolution or steps may increase resource usage.,deepseek-chat,deepseek-v4-flash,1289.6228330209851,174,54,228,1,a295a4151aa18f677ed0b8a73eadf9941ee8ccfe131740f701bd4e159460db46,1.0,0.7262996941896025,1.2333497779970402,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-08 03:11:24,TXT_2_IMG,SUCCEED,14.0,G2570,163.0,26.0,1.0,30.0,M0012,0,26604,2024-12-08,5,13,pool05-task013,2.0,1.5,image_generation,High prompt length may increase compute.,deepseek-chat,deepseek-v4-flash,934.3761670170352,174,49,223,1,e4ee1169251c4295b5468bd8ea3a7e37db3e31c1407359fd62c766faf378c89e,1.0,0.5351681957186545,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 03:12:16,TXT_2_IMG,SUCCEED,22.0,G4217,53.0,26.0,1.0,30.0,M0002,0,26605,2024-12-08,5,14,pool05-task014,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,830.1204160088673,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.8409785932721713,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 03:45:08,TXT_2_IMG,SUCCEED,38.0,G4219,263.0,26.0,1.0,30.0,M0002,0,26608,2024-12-08,5,15,pool05-task015,2.0,1.5,image_generation,High compute demand due to 30 steps and long prompt.,deepseek-chat,deepseek-v4-flash,1135.7513330876827,174,54,228,1,c165b100e374342501895e0cb2a9de9a3f600af7ba45a2f7f6eefc94f8de9dca,1.0,1.452599388379205,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 03:46:00,TXT_2_IMG,SUCCEED,13.0,G4219,47.0,26.0,1.0,30.0,M0002,0,26611,2024-12-08,5,16,pool05-task016,2.0,1.5,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1079.9457910470665,174,48,222,1,66069ac9400131202fff9f131eca45f035e5b87c99a75b401f68a5283c4b4895,1.0,0.4969418960244648,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 03:55:21,TXT_2_IMG,SUCCEED,14.0,G4221,52.0,26.0,1.0,30.0,M0002,0,26616,2024-12-08,5,17,pool05-task017,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,725.9712080704048,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.5351681957186545,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:29:45,TXT_2_IMG,SUCCEED,20.0,G4223,49.0,26.0,1.0,30.0,M0002,0,26620,2024-12-08,5,18,pool05-task018,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,845.0307080056518,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.764525993883792,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:31:49,TXT_2_IMG,SUCCEED,19.0,G4224,72.0,26.0,1.0,30.0,M0005,0,26621,2024-12-08,5,19,pool05-task019,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,854.6155829681084,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.7262996941896025,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:34:34,TXT_2_IMG,SUCCEED,53.0,G4224,60.0,26.0,1.0,30.0,M0005,0,26623,2024-12-08,5,20,pool05-task020,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,883.5281669162214,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,2.025993883792049,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:37:33,TXT_2_IMG,SUCCEED,12.0,G4208,4.0,26.0,1.0,30.0,M0004,0,26626,2024-12-08,5,21,pool05-task021,1.0,1.0,TXT_2_IMG,Baseline text-to-image task.,deepseek-chat,deepseek-v4-flash,832.1717079961672,174,52,226,1,f169ec5db12b92ab821838f26f69d215859ed6fbf747c547d7ba144a20fa4979,1.0,0.4587155963302752,0.49333991119881604,0.1625,0.1625,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:39:25,TXT_2_IMG,SUCCEED,18.0,G4208,73.0,26.0,1.0,30.0,M0000,0,26628,2024-12-08,5,22,pool05-task022,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,865.3134579071775,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6880733944954128,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:41:45,TXT_2_IMG,SUCCEED,11.0,G4208,44.0,26.0,1.0,30.0,M0002,0,26631,2024-12-08,5,23,pool05-task023,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1045.779832988046,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.42048929663608564,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:47:26,TXT_2_IMG,SUCCEED,10.0,G4208,68.0,26.0,4.0,30.0,M0002,0,26638,2024-12-08,5,24,pool05-task024,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1208.5646250052378,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.382262996941896,1.2333497779970402,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:51:29,TXT_2_IMG,SUCCEED,16.0,G4208,53.0,26.0,4.0,30.0,M0002,0,26644,2024-12-08,5,25,pool05-task025,2.5,2.0,image_generation,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,937.8170410636812,174,55,229,1,7096b5db4bc5c65db42f65552313a8ed3fb968f990708fb37f0ee8290868adc2,1.0,0.6116207951070336,1.2333497779970402,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:51:53,TXT_2_IMG,SUCCEED,46.0,G0250,34.0,0.0,1.0,30.0,M0001,1,26645,2024-12-08,5,26,pool05-task026,2.0,1.5,image_generation,Standard text-to-image generation with LoRA.,deepseek-chat,deepseek-v4-flash,950.641000061296,174,51,225,1,826db0740b6082c41609fc783a87872a7199388e4776af9dc0ac6ac8bf9130e9,1.0,1.7584097859327217,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:53:26,TXT_2_IMG,SUCCEED,19.0,G4208,60.0,26.0,4.0,30.0,M0002,0,26647,2024-12-08,5,27,pool05-task027,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,970.8601250313222,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.7262996941896025,1.2333497779970402,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-12-08 04:54:00,TXT_2_IMG,SUCCEED,46.0,G0250,35.0,0.0,1.0,30.0,M0001,1,26648,2024-12-08,5,28,pool05-task028,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,778.5648750141263,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,1.7584097859327217,0.9866798223976321,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
